,ID,prediction
2,2019 X 9 X C1083 X AS27134,0
0,2019 X 7 X C1083 X AS27137,0
1,2019 X 8 X C1083 X AS27137,0
2,2019 X 9 X C1083 X AS27137,0
0,2019 X 7 X C1083 X AS27138,1
1,2019 X 8 X C1083 X AS27138,0
2,2019 X 9 X C1083 X AS27138,1
0,2019 X 7 X C1083 X AS27139,0
1,2019 X 8 X C1083 X AS27139,0
2,2019 X 9 X C1083 X AS27139,0
0,2019 X 7 X C1083 X AS42018,0
1,2019 X 8 X C1083 X AS42018,0
2,2019 X 9 X C1083 X AS42018,0
0,2019 X 7 X C1083 X AS46000,122
1,2019 X 8 X C1083 X AS46000,104
2,2019 X 9 X C1083 X AS46000,0
0,2019 X 7 X C1084 X AS17005,7
1,2019 X 8 X C1084 X AS17005,1
2,2019 X 9 X C1084 X AS17005,0
0,2019 X 7 X C1084 X AS21126,0
1,2019 X 8 X C1084 X AS21126,0
2,2019 X 9 X C1084 X AS21126,0
0,2019 X 7 X C1084 X AS27000,11
1,2019 X 8 X C1084 X AS27000,85
2,2019 X 9 X C1084 X AS27000,54
0,2019 X 7 X C1084 X AS27132,10
1,2019 X 8 X C1084 X AS27132,9
2,2019 X 9 X C1084 X AS27132,21
0,2019 X 7 X C1084 X AS27133,92
1,2019 X 8 X C1084 X AS27133,0
2,2019 X 9 X C1084 X AS27133,106
0,2019 X 7 X C1084 X AS27134,43
1,2019 X 8 X C1084 X AS27134,27
2,2019 X 9 X C1084 X AS27134,86
0,2019 X 7 X C1084 X AS27137,41
1,2019 X 8 X C1084 X AS27137,7
2,2019 X 9 X C1084 X AS27137,5
0,2019 X 7 X C1084 X AS27138,55
1,2019 X 8 X C1084 X AS27138,22
2,2019 X 9 X C1084 X AS27138,47
0,2019 X 7 X C1084 X AS27139,0
1,2019 X 8 X C1084 X AS27139,0
2,2019 X 9 X C1084 X AS27139,0
0,2019 X 7 X C1084 X AS42018,5
1,2019 X 8 X C1084 X AS42018,0
2,2019 X 9 X C1084 X AS42018,0
0,2019 X 7 X C1084 X AS46000,0
1,2019 X 8 X C1084 X AS46000,0
2,2019 X 9 X C1084 X AS46000,0
0,2019 X 7 X C1086 X AS17005,0
1,2019 X 8 X C1086 X AS17005,0
2,2019 X 9 X C1086 X AS17005,0
0,2019 X 7 X C1086 X AS21126,0
1,2019 X 8 X C1086 X AS21126,0
2,2019 X 9 X C1086 X AS21126,0
0,2019 X 7 X C1086 X AS27000,171
1,2019 X 8 X C1086 X AS27000,115
2,2019 X 9 X C1086 X AS27000,106
0,2019 X 7 X C1086 X AS27132,76
1,2019 X 8 X C1086 X AS27132,1
2,2019 X 9 X C1086 X AS27132,15
0,2019 X 7 X C1086 X AS27133,62
1,2019 X 8 X C1086 X AS27133,0
2,2019 X 9 X C1086 X AS27133,217
0,2019 X 7 X C1086 X AS27134,0
1,2019 X 8 X C1086 X AS27134,269
2,2019 X 9 X C1086 X AS27134,217
0,2019 X 7 X C1086 X AS27137,30
1,2019 X 8 X C1086 X AS27137,20
2,2019 X 9 X C1086 X AS27137,3
0,2019 X 7 X C1086 X AS27138,0
1,2019 X 8 X C1086 X AS27138,40
2,2019 X 9 X C1086 X AS27138,3
0,2019 X 7 X C1086 X AS27139,0
1,2019 X 8 X C1086 X AS27139,0
2,2019 X 9 X C1086 X AS27139,0
0,2019 X 7 X C1086 X AS42018,0
1,2019 X 8 X C1086 X AS42018,0
2,2019 X 9 X C1086 X AS42018,0
0,2019 X 7 X C1086 X AS46000,0
1,2019 X 8 X C1086 X AS46000,0
2,2019 X 9 X C1086 X AS46000,0
0,2019 X 7 X C1087 X AS17005,3
1,2019 X 8 X C1087 X AS17005,2
2,2019 X 9 X C1087 X AS17005,3
0,2019 X 7 X C1087 X AS21126,0
1,2019 X 8 X C1087 X AS21126,0
2,2019 X 9 X C1087 X AS21126,0
0,2019 X 7 X C1087 X AS27000,159
1,2019 X 8 X C1087 X AS27000,172
2,2019 X 9 X C1087 X AS27000,0
0,2019 X 7 X C1087 X AS27132,0
1,2019 X 8 X C1087 X AS27132,9
2,2019 X 9 X C1087 X AS27132,9
0,2019 X 7 X C1087 X AS27133,148
1,2019 X 8 X C1087 X AS27133,31
2,2019 X 9 X C1087 X AS27133,104
0,2019 X 7 X C1087 X AS27134,53
1,2019 X 8 X C1087 X AS27134,0
2,2019 X 9 X C1087 X AS27134,48
0,2019 X 7 X C1087 X AS27137,25
1,2019 X 8 X C1087 X AS27137,23
2,2019 X 9 X C1087 X AS27137,22
0,2019 X 7 X C1087 X AS27138,56
1,2019 X 8 X C1087 X AS27138,29
2,2019 X 9 X C1087 X AS27138,3
0,2019 X 7 X C1087 X AS27139,0
1,2019 X 8 X C1087 X AS27139,0
2,2019 X 9 X C1087 X AS27139,1
0,2019 X 7 X C1087 X AS42018,6
1,2019 X 8 X C1087 X AS42018,5
2,2019 X 9 X C1087 X AS42018,1
0,2019 X 7 X C1087 X AS46000,7
1,2019 X 8 X C1087 X AS46000,0
2,2019 X 9 X C1087 X AS46000,0
0,2019 X 7 X C1088 X AS17005,0
1,2019 X 8 X C1088 X AS17005,0
2,2019 X 9 X C1088 X AS17005,0
0,2019 X 7 X C1088 X AS21126,0
1,2019 X 8 X C1088 X AS21126,0
2,2019 X 9 X C1088 X AS21126,0
0,2019 X 7 X C1088 X AS27000,0
1,2019 X 8 X C1088 X AS27000,37
2,2019 X 9 X C1088 X AS27000,22
0,2019 X 7 X C1088 X AS27132,38
1,2019 X 8 X C1088 X AS27132,0
2,2019 X 9 X C1088 X AS27132,0
0,2019 X 7 X C1088 X AS27133,0
1,2019 X 8 X C1088 X AS27133,66
2,2019 X 9 X C1088 X AS27133,72
0,2019 X 7 X C1088 X AS27134,0
1,2019 X 8 X C1088 X AS27134,223
2,2019 X 9 X C1088 X AS27134,189
0,2019 X 7 X C1088 X AS27137,22
1,2019 X 8 X C1088 X AS27137,33
2,2019 X 9 X C1088 X AS27137,0
0,2019 X 7 X C1088 X AS27138,32
1,2019 X 8 X C1088 X AS27138,4
2,2019 X 9 X C1088 X AS27138,19
0,2019 X 7 X C1088 X AS27139,0
1,2019 X 8 X C1088 X AS27139,0
2,2019 X 9 X C1088 X AS27139,0
0,2019 X 7 X C1088 X AS42018,0
1,2019 X 8 X C1088 X AS42018,0
2,2019 X 9 X C1088 X AS42018,0
0,2019 X 7 X C1088 X AS46000,172
1,2019 X 8 X C1088 X AS46000,0
2,2019 X 9 X C1088 X AS46000,71
0,2019 X 7 X C1089 X AS17005,0
1,2019 X 8 X C1089 X AS17005,0
2,2019 X 9 X C1089 X AS17005,0
0,2019 X 7 X C1089 X AS21126,0
1,2019 X 8 X C1089 X AS21126,0
2,2019 X 9 X C1089 X AS21126,0
0,2019 X 7 X C1089 X AS27000,11
1,2019 X 8 X C1089 X AS27000,7
2,2019 X 9 X C1089 X AS27000,5
0,2019 X 7 X C1089 X AS27132,2
1,2019 X 8 X C1089 X AS27132,0
2,2019 X 9 X C1089 X AS27132,2
0,2019 X 7 X C1089 X AS27133,18
1,2019 X 8 X C1089 X AS27133,0
2,2019 X 9 X C1089 X AS27133,16
0,2019 X 7 X C1089 X AS27134,0
1,2019 X 8 X C1089 X AS27134,23
2,2019 X 9 X C1089 X AS27134,66
0,2019 X 7 X C1089 X AS27137,0
1,2019 X 8 X C1089 X AS27137,0
2,2019 X 9 X C1089 X AS27137,0
0,2019 X 7 X C1089 X AS27138,8
1,2019 X 8 X C1089 X AS27138,5
2,2019 X 9 X C1089 X AS27138,0
0,2019 X 7 X C1089 X AS27139,0
1,2019 X 8 X C1089 X AS27139,0
2,2019 X 9 X C1089 X AS27139,1
0,2019 X 7 X C1089 X AS42018,0
1,2019 X 8 X C1089 X AS42018,0
2,2019 X 9 X C1089 X AS42018,0
0,2019 X 7 X C1089 X AS46000,0
1,2019 X 8 X C1089 X AS46000,0
2,2019 X 9 X C1089 X AS46000,0
0,2019 X 7 X C1090 X AS17005,0
1,2019 X 8 X C1090 X AS17005,0
2,2019 X 9 X C1090 X AS17005,0
0,2019 X 7 X C1090 X AS21126,19
1,2019 X 8 X C1090 X AS21126,16
2,2019 X 9 X C1090 X AS21126,63
0,2019 X 7 X C1090 X AS27000,78
1,2019 X 8 X C1090 X AS27000,123
2,2019 X 9 X C1090 X AS27000,229
0,2019 X 7 X C1090 X AS27132,11
1,2019 X 8 X C1090 X AS27132,39
2,2019 X 9 X C1090 X AS27132,16
0,2019 X 7 X C1090 X AS27133,0
1,2019 X 8 X C1090 X AS27133,48
2,2019 X 9 X C1090 X AS27133,0
0,2019 X 7 X C1090 X AS27134,7
1,2019 X 8 X C1090 X AS27134,13
2,2019 X 9 X C1090 X AS27134,127
0,2019 X 7 X C1090 X AS27137,3
1,2019 X 8 X C1090 X AS27137,10
2,2019 X 9 X C1090 X AS27137,12
0,2019 X 7 X C1090 X AS27138,0
1,2019 X 8 X C1090 X AS27138,13
2,2019 X 9 X C1090 X AS27138,18
0,2019 X 7 X C1090 X AS27139,0
1,2019 X 8 X C1090 X AS27139,0
2,2019 X 9 X C1090 X AS27139,0
0,2019 X 7 X C1090 X AS42018,0
1,2019 X 8 X C1090 X AS42018,0
2,2019 X 9 X C1090 X AS42018,0
0,2019 X 7 X C1090 X AS46000,53
1,2019 X 8 X C1090 X AS46000,0
2,2019 X 9 X C1090 X AS46000,82
0,2019 X 7 X C1091 X AS17005,0
1,2019 X 8 X C1091 X AS17005,0
2,2019 X 9 X C1091 X AS17005,0
0,2019 X 7 X C1091 X AS21126,0
1,2019 X 8 X C1091 X AS21126,0
2,2019 X 9 X C1091 X AS21126,0
0,2019 X 7 X C1091 X AS27000,0
1,2019 X 8 X C1091 X AS27000,27
2,2019 X 9 X C1091 X AS27000,47
0,2019 X 7 X C1091 X AS27132,7
1,2019 X 8 X C1091 X AS27132,0
2,2019 X 9 X C1091 X AS27132,2
0,2019 X 7 X C1091 X AS27133,0
1,2019 X 8 X C1091 X AS27133,72
2,2019 X 9 X C1091 X AS27133,0
0,2019 X 7 X C1091 X AS27134,0
1,2019 X 8 X C1091 X AS27134,2
2,2019 X 9 X C1091 X AS27134,0
0,2019 X 7 X C1091 X AS27137,27
1,2019 X 8 X C1091 X AS27137,37
2,2019 X 9 X C1091 X AS27137,9
0,2019 X 7 X C1091 X AS27138,0
1,2019 X 8 X C1091 X AS27138,0
2,2019 X 9 X C1091 X AS27138,0
0,2019 X 7 X C1091 X AS27139,0
1,2019 X 8 X C1091 X AS27139,0
2,2019 X 9 X C1091 X AS27139,0
0,2019 X 7 X C1091 X AS42018,0
1,2019 X 8 X C1091 X AS42018,0
2,2019 X 9 X C1091 X AS42018,0
0,2019 X 7 X C1091 X AS46000,2
1,2019 X 8 X C1091 X AS46000,3
2,2019 X 9 X C1091 X AS46000,0
0,2019 X 7 X C1092 X AS17005,0
1,2019 X 8 X C1092 X AS17005,0
2,2019 X 9 X C1092 X AS17005,0
0,2019 X 7 X C1092 X AS21126,0
1,2019 X 8 X C1092 X AS21126,0
2,2019 X 9 X C1092 X AS21126,0
0,2019 X 7 X C1092 X AS27000,1
1,2019 X 8 X C1092 X AS27000,0
2,2019 X 9 X C1092 X AS27000,0
0,2019 X 7 X C1092 X AS27132,0
1,2019 X 8 X C1092 X AS27132,6
2,2019 X 9 X C1092 X AS27132,0
0,2019 X 7 X C1092 X AS27133,240
1,2019 X 8 X C1092 X AS27133,0
2,2019 X 9 X C1092 X AS27133,0
0,2019 X 7 X C1092 X AS27134,50
1,2019 X 8 X C1092 X AS27134,4
2,2019 X 9 X C1092 X AS27134,0
0,2019 X 7 X C1092 X AS27137,7
1,2019 X 8 X C1092 X AS27137,0
2,2019 X 9 X C1092 X AS27137,0
0,2019 X 7 X C1092 X AS27138,0
1,2019 X 8 X C1092 X AS27138,0
2,2019 X 9 X C1092 X AS27138,0
0,2019 X 7 X C1092 X AS27139,9
1,2019 X 8 X C1092 X AS27139,0
2,2019 X 9 X C1092 X AS27139,0
0,2019 X 7 X C1092 X AS42018,0
1,2019 X 8 X C1092 X AS42018,0
2,2019 X 9 X C1092 X AS42018,0
0,2019 X 7 X C1092 X AS46000,16
1,2019 X 8 X C1092 X AS46000,14
2,2019 X 9 X C1092 X AS46000,15
0,2019 X 7 X C1093 X AS17005,0
1,2019 X 8 X C1093 X AS17005,0
2,2019 X 9 X C1093 X AS17005,0
0,2019 X 7 X C1093 X AS21126,0
1,2019 X 8 X C1093 X AS21126,0
2,2019 X 9 X C1093 X AS21126,0
0,2019 X 7 X C1093 X AS27000,0
1,2019 X 8 X C1093 X AS27000,17
2,2019 X 9 X C1093 X AS27000,21
0,2019 X 7 X C1093 X AS27132,0
1,2019 X 8 X C1093 X AS27132,0
2,2019 X 9 X C1093 X AS27132,0
0,2019 X 7 X C1093 X AS27133,1
1,2019 X 8 X C1093 X AS27133,0
2,2019 X 9 X C1093 X AS27133,25
0,2019 X 7 X C1093 X AS27134,2
1,2019 X 8 X C1093 X AS27134,23
2,2019 X 9 X C1093 X AS27134,16
0,2019 X 7 X C1093 X AS27137,0
1,2019 X 8 X C1093 X AS27137,0
2,2019 X 9 X C1093 X AS27137,0
0,2019 X 7 X C1093 X AS27138,3
1,2019 X 8 X C1093 X AS27138,8
2,2019 X 9 X C1093 X AS27138,0
0,2019 X 7 X C1093 X AS27139,0
1,2019 X 8 X C1093 X AS27139,0
2,2019 X 9 X C1093 X AS27139,0
0,2019 X 7 X C1093 X AS42018,0
1,2019 X 8 X C1093 X AS42018,0
2,2019 X 9 X C1093 X AS42018,0
0,2019 X 7 X C1093 X AS46000,0
1,2019 X 8 X C1093 X AS46000,10
2,2019 X 9 X C1093 X AS46000,0
0,2019 X 7 X C1094 X AS17005,0
1,2019 X 8 X C1094 X AS17005,0
2,2019 X 9 X C1094 X AS17005,0
0,2019 X 7 X C1094 X AS21126,0
1,2019 X 8 X C1094 X AS21126,0
2,2019 X 9 X C1094 X AS21126,0
0,2019 X 7 X C1094 X AS27000,129
1,2019 X 8 X C1094 X AS27000,8
2,2019 X 9 X C1094 X AS27000,0
0,2019 X 7 X C1094 X AS27132,0
1,2019 X 8 X C1094 X AS27132,0
2,2019 X 9 X C1094 X AS27132,0
0,2019 X 7 X C1094 X AS27133,0
1,2019 X 8 X C1094 X AS27133,0
2,2019 X 9 X C1094 X AS27133,0
0,2019 X 7 X C1094 X AS27134,0
1,2019 X 8 X C1094 X AS27134,0
2,2019 X 9 X C1094 X AS27134,0
0,2019 X 7 X C1094 X AS27137,0
1,2019 X 8 X C1094 X AS27137,2
2,2019 X 9 X C1094 X AS27137,0
0,2019 X 7 X C1094 X AS27138,16
1,2019 X 8 X C1094 X AS27138,3
2,2019 X 9 X C1094 X AS27138,3
0,2019 X 7 X C1094 X AS27139,0
1,2019 X 8 X C1094 X AS27139,0
2,2019 X 9 X C1094 X AS27139,0
0,2019 X 7 X C1094 X AS42018,0
1,2019 X 8 X C1094 X AS42018,0
2,2019 X 9 X C1094 X AS42018,0
0,2019 X 7 X C1094 X AS46000,0
1,2019 X 8 X C1094 X AS46000,0
2,2019 X 9 X C1094 X AS46000,0
0,2019 X 7 X C1095 X AS17005,0
1,2019 X 8 X C1095 X AS17005,0
2,2019 X 9 X C1095 X AS17005,0
0,2019 X 7 X C1095 X AS21126,0
1,2019 X 8 X C1095 X AS21126,0
2,2019 X 9 X C1095 X AS21126,0
0,2019 X 7 X C1095 X AS27000,0
1,2019 X 8 X C1095 X AS27000,0
2,2019 X 9 X C1095 X AS27000,9
0,2019 X 7 X C1095 X AS27132,3
1,2019 X 8 X C1095 X AS27132,0
2,2019 X 9 X C1095 X AS27132,5
0,2019 X 7 X C1095 X AS27133,54
1,2019 X 8 X C1095 X AS27133,11
2,2019 X 9 X C1095 X AS27133,48
0,2019 X 7 X C1095 X AS27134,48
1,2019 X 8 X C1095 X AS27134,0
2,2019 X 9 X C1095 X AS27134,18
0,2019 X 7 X C1095 X AS27137,0
1,2019 X 8 X C1095 X AS27137,13
2,2019 X 9 X C1095 X AS27137,0
0,2019 X 7 X C1095 X AS27138,0
1,2019 X 8 X C1095 X AS27138,5
2,2019 X 9 X C1095 X AS27138,17
0,2019 X 7 X C1095 X AS27139,0
1,2019 X 8 X C1095 X AS27139,0
2,2019 X 9 X C1095 X AS27139,0
0,2019 X 7 X C1095 X AS42018,0
1,2019 X 8 X C1095 X AS42018,0
2,2019 X 9 X C1095 X AS42018,0
0,2019 X 7 X C1095 X AS46000,0
1,2019 X 8 X C1095 X AS46000,0
2,2019 X 9 X C1095 X AS46000,0
0,2019 X 7 X C1098 X AS17005,15
1,2019 X 8 X C1098 X AS17005,0
2,2019 X 9 X C1098 X AS17005,3
0,2019 X 7 X C1098 X AS21126,0
1,2019 X 8 X C1098 X AS21126,0
2,2019 X 9 X C1098 X AS21126,0
0,2019 X 7 X C1098 X AS27000,0
1,2019 X 8 X C1098 X AS27000,2
2,2019 X 9 X C1098 X AS27000,7
0,2019 X 7 X C1098 X AS27132,1
1,2019 X 8 X C1098 X AS27132,4
2,2019 X 9 X C1098 X AS27132,0
0,2019 X 7 X C1098 X AS27133,0
1,2019 X 8 X C1098 X AS27133,13
2,2019 X 9 X C1098 X AS27133,14
0,2019 X 7 X C1098 X AS27134,0
1,2019 X 8 X C1098 X AS27134,0
2,2019 X 9 X C1098 X AS27134,0
0,2019 X 7 X C1098 X AS27137,4
1,2019 X 8 X C1098 X AS27137,3
2,2019 X 9 X C1098 X AS27137,0
0,2019 X 7 X C1098 X AS27138,4
1,2019 X 8 X C1098 X AS27138,4
2,2019 X 9 X C1098 X AS27138,0
0,2019 X 7 X C1098 X AS27139,0
1,2019 X 8 X C1098 X AS27139,0
2,2019 X 9 X C1098 X AS27139,0
0,2019 X 7 X C1098 X AS42018,0
1,2019 X 8 X C1098 X AS42018,0
2,2019 X 9 X C1098 X AS42018,0
0,2019 X 7 X C1098 X AS46000,0
1,2019 X 8 X C1098 X AS46000,0
2,2019 X 9 X C1098 X AS46000,0
0,2019 X 7 X C1099 X AS17005,0
1,2019 X 8 X C1099 X AS17005,0
2,2019 X 9 X C1099 X AS17005,0
0,2019 X 7 X C1099 X AS21126,0
1,2019 X 8 X C1099 X AS21126,0
2,2019 X 9 X C1099 X AS21126,0
0,2019 X 7 X C1099 X AS27000,9
1,2019 X 8 X C1099 X AS27000,0
2,2019 X 9 X C1099 X AS27000,1
0,2019 X 7 X C1099 X AS27132,0
1,2019 X 8 X C1099 X AS27132,0
2,2019 X 9 X C1099 X AS27132,3
0,2019 X 7 X C1099 X AS27133,7
1,2019 X 8 X C1099 X AS27133,0
2,2019 X 9 X C1099 X AS27133,29
0,2019 X 7 X C1099 X AS27134,0
1,2019 X 8 X C1099 X AS27134,3
2,2019 X 9 X C1099 X AS27134,21
0,2019 X 7 X C1099 X AS27137,1
1,2019 X 8 X C1099 X AS27137,3
2,2019 X 9 X C1099 X AS27137,5
0,2019 X 7 X C1099 X AS27138,0
1,2019 X 8 X C1099 X AS27138,6
2,2019 X 9 X C1099 X AS27138,29
0,2019 X 7 X C1099 X AS27139,0
1,2019 X 8 X C1099 X AS27139,0
2,2019 X 9 X C1099 X AS27139,0
0,2019 X 7 X C1099 X AS42018,0
1,2019 X 8 X C1099 X AS42018,2
2,2019 X 9 X C1099 X AS42018,4
0,2019 X 7 X C1099 X AS46000,0
1,2019 X 8 X C1099 X AS46000,0
2,2019 X 9 X C1099 X AS46000,0
0,2019 X 7 X C1101 X AS17005,0
1,2019 X 8 X C1101 X AS17005,0
2,2019 X 9 X C1101 X AS17005,0
0,2019 X 7 X C1101 X AS21126,0
1,2019 X 8 X C1101 X AS21126,0
2,2019 X 9 X C1101 X AS21126,0
0,2019 X 7 X C1101 X AS27000,19
1,2019 X 8 X C1101 X AS27000,18
2,2019 X 9 X C1101 X AS27000,15
0,2019 X 7 X C1101 X AS27132,0
1,2019 X 8 X C1101 X AS27132,0
2,2019 X 9 X C1101 X AS27132,1
0,2019 X 7 X C1101 X AS27133,17
1,2019 X 8 X C1101 X AS27133,7
2,2019 X 9 X C1101 X AS27133,2
0,2019 X 7 X C1101 X AS27134,14
1,2019 X 8 X C1101 X AS27134,8
2,2019 X 9 X C1101 X AS27134,13
0,2019 X 7 X C1101 X AS27137,0
1,2019 X 8 X C1101 X AS27137,4
2,2019 X 9 X C1101 X AS27137,7
0,2019 X 7 X C1101 X AS27138,0
1,2019 X 8 X C1101 X AS27138,0
2,2019 X 9 X C1101 X AS27138,0
0,2019 X 7 X C1101 X AS27139,0
1,2019 X 8 X C1101 X AS27139,0
2,2019 X 9 X C1101 X AS27139,0
0,2019 X 7 X C1101 X AS42018,0
1,2019 X 8 X C1101 X AS42018,0
2,2019 X 9 X C1101 X AS42018,0
0,2019 X 7 X C1101 X AS46000,0
1,2019 X 8 X C1101 X AS46000,0
2,2019 X 9 X C1101 X AS46000,0
0,2019 X 7 X C1106 X AS17005,0
1,2019 X 8 X C1106 X AS17005,0
2,2019 X 9 X C1106 X AS17005,0
0,2019 X 7 X C1106 X AS21126,0
1,2019 X 8 X C1106 X AS21126,0
2,2019 X 9 X C1106 X AS21126,0
0,2019 X 7 X C1106 X AS27000,8
1,2019 X 8 X C1106 X AS27000,0
2,2019 X 9 X C1106 X AS27000,5
0,2019 X 7 X C1106 X AS27132,0
1,2019 X 8 X C1106 X AS27132,33
2,2019 X 9 X C1106 X AS27132,2
0,2019 X 7 X C1106 X AS27133,0
1,2019 X 8 X C1106 X AS27133,0
2,2019 X 9 X C1106 X AS27133,0
0,2019 X 7 X C1106 X AS27134,0
1,2019 X 8 X C1106 X AS27134,70
2,2019 X 9 X C1106 X AS27134,0
0,2019 X 7 X C1106 X AS27137,0
1,2019 X 8 X C1106 X AS27137,0
2,2019 X 9 X C1106 X AS27137,0
0,2019 X 7 X C1106 X AS27138,0
1,2019 X 8 X C1106 X AS27138,0
2,2019 X 9 X C1106 X AS27138,0
0,2019 X 7 X C1106 X AS27139,0
1,2019 X 8 X C1106 X AS27139,0
2,2019 X 9 X C1106 X AS27139,0
0,2019 X 7 X C1106 X AS42018,0
1,2019 X 8 X C1106 X AS42018,0
2,2019 X 9 X C1106 X AS42018,0
0,2019 X 7 X C1106 X AS46000,0
1,2019 X 8 X C1106 X AS46000,0
2,2019 X 9 X C1106 X AS46000,0
0,2019 X 7 X C1112 X AS17005,0
1,2019 X 8 X C1112 X AS17005,0
2,2019 X 9 X C1112 X AS17005,0
0,2019 X 7 X C1112 X AS21126,0
1,2019 X 8 X C1112 X AS21126,0
2,2019 X 9 X C1112 X AS21126,0
0,2019 X 7 X C1112 X AS27000,0
1,2019 X 8 X C1112 X AS27000,0
2,2019 X 9 X C1112 X AS27000,44
0,2019 X 7 X C1112 X AS27132,0
1,2019 X 8 X C1112 X AS27132,0
2,2019 X 9 X C1112 X AS27132,5
0,2019 X 7 X C1112 X AS27133,22
1,2019 X 8 X C1112 X AS27133,0
2,2019 X 9 X C1112 X AS27133,0
0,2019 X 7 X C1112 X AS27134,0
1,2019 X 8 X C1112 X AS27134,90
2,2019 X 9 X C1112 X AS27134,6
0,2019 X 7 X C1112 X AS27137,0
1,2019 X 8 X C1112 X AS27137,0
2,2019 X 9 X C1112 X AS27137,0
0,2019 X 7 X C1112 X AS27138,0
1,2019 X 8 X C1112 X AS27138,4
2,2019 X 9 X C1112 X AS27138,0
0,2019 X 7 X C1112 X AS27139,2
1,2019 X 8 X C1112 X AS27139,0
2,2019 X 9 X C1112 X AS27139,3
0,2019 X 7 X C1112 X AS42018,0
1,2019 X 8 X C1112 X AS42018,0
2,2019 X 9 X C1112 X AS42018,1
0,2019 X 7 X C1112 X AS46000,0
1,2019 X 8 X C1112 X AS46000,0
2,2019 X 9 X C1112 X AS46000,48
0,2019 X 7 X C1144 X AS17005,0
1,2019 X 8 X C1144 X AS17005,0
2,2019 X 9 X C1144 X AS17005,0
0,2019 X 7 X C1144 X AS21126,0
1,2019 X 8 X C1144 X AS21126,0
2,2019 X 9 X C1144 X AS21126,0
0,2019 X 7 X C1144 X AS27000,23
1,2019 X 8 X C1144 X AS27000,5
2,2019 X 9 X C1144 X AS27000,0
0,2019 X 7 X C1144 X AS27132,3
1,2019 X 8 X C1144 X AS27132,5
2,2019 X 9 X C1144 X AS27132,0
0,2019 X 7 X C1144 X AS27133,79
1,2019 X 8 X C1144 X AS27133,57
2,2019 X 9 X C1144 X AS27133,45
0,2019 X 7 X C1144 X AS27134,63
1,2019 X 8 X C1144 X AS27134,49
2,2019 X 9 X C1144 X AS27134,40
0,2019 X 7 X C1144 X AS27137,0
1,2019 X 8 X C1144 X AS27137,0
2,2019 X 9 X C1144 X AS27137,0
0,2019 X 7 X C1144 X AS27138,11
1,2019 X 8 X C1144 X AS27138,4
2,2019 X 9 X C1144 X AS27138,10
0,2019 X 7 X C1144 X AS27139,0
1,2019 X 8 X C1144 X AS27139,0
2,2019 X 9 X C1144 X AS27139,0
0,2019 X 7 X C1144 X AS42018,0
1,2019 X 8 X C1144 X AS42018,0
2,2019 X 9 X C1144 X AS42018,0
0,2019 X 7 X C1144 X AS46000,0
1,2019 X 8 X C1144 X AS46000,89
2,2019 X 9 X C1144 X AS46000,49
0,2019 X 7 X C1399 X AS17005,0
1,2019 X 8 X C1399 X AS17005,0
2,2019 X 9 X C1399 X AS17005,0
0,2019 X 7 X C1399 X AS21126,0
1,2019 X 8 X C1399 X AS21126,0
2,2019 X 9 X C1399 X AS21126,0
0,2019 X 7 X C1399 X AS27000,22
1,2019 X 8 X C1399 X AS27000,0
2,2019 X 9 X C1399 X AS27000,16
0,2019 X 7 X C1399 X AS27132,3
1,2019 X 8 X C1399 X AS27132,0
2,2019 X 9 X C1399 X AS27132,0
0,2019 X 7 X C1399 X AS27133,0
1,2019 X 8 X C1399 X AS27133,0
2,2019 X 9 X C1399 X AS27133,0
0,2019 X 7 X C1399 X AS27134,0
1,2019 X 8 X C1399 X AS27134,0
2,2019 X 9 X C1399 X AS27134,0
0,2019 X 7 X C1399 X AS27137,9
1,2019 X 8 X C1399 X AS27137,0
2,2019 X 9 X C1399 X AS27137,0
0,2019 X 7 X C1399 X AS27138,0
1,2019 X 8 X C1399 X AS27138,0
2,2019 X 9 X C1399 X AS27138,0
0,2019 X 7 X C1399 X AS27139,0
1,2019 X 8 X C1399 X AS27139,0
2,2019 X 9 X C1399 X AS27139,0
0,2019 X 7 X C1399 X AS42018,0
1,2019 X 8 X C1399 X AS42018,0
2,2019 X 9 X C1399 X AS42018,0
0,2019 X 7 X C1399 X AS46000,0
1,2019 X 8 X C1399 X AS46000,0
2,2019 X 9 X C1399 X AS46000,0
0,2019 X 7 X C1411 X AS17005,0
1,2019 X 8 X C1411 X AS17005,0
2,2019 X 9 X C1411 X AS17005,0
0,2019 X 7 X C1411 X AS21126,0
1,2019 X 8 X C1411 X AS21126,0
2,2019 X 9 X C1411 X AS21126,0
0,2019 X 7 X C1411 X AS27000,17
1,2019 X 8 X C1411 X AS27000,120
2,2019 X 9 X C1411 X AS27000,122
0,2019 X 7 X C1411 X AS27132,4
1,2019 X 8 X C1411 X AS27132,3
2,2019 X 9 X C1411 X AS27132,0
0,2019 X 7 X C1411 X AS27133,65
1,2019 X 8 X C1411 X AS27133,21
2,2019 X 9 X C1411 X AS27133,22
0,2019 X 7 X C1411 X AS27134,0
1,2019 X 8 X C1411 X AS27134,6
2,2019 X 9 X C1411 X AS27134,0
0,2019 X 7 X C1411 X AS27137,10
1,2019 X 8 X C1411 X AS27137,22
2,2019 X 9 X C1411 X AS27137,10
0,2019 X 7 X C1411 X AS27138,0
1,2019 X 8 X C1411 X AS27138,29
2,2019 X 9 X C1411 X AS27138,0
0,2019 X 7 X C1411 X AS27139,0
1,2019 X 8 X C1411 X AS27139,0
